"","email","vorname","nachname","landVorwahl","vorwahl","telNr","land","gebDat","straße","hnr","stiege","tnr","ort","plz","comb","pk","isDirty","errCol","errRule"
"2359","paschal_p@excite.com","Abdulrahman","Weihs","43","684","85655","AUT","1998-08-17","Kasten","80","","","Kasten","4861","Kasten 80 4861 Kasten",2230,"False","",""
"2360","satish@ricochet.net","Darius","Weiß","43","130","502230","AUT","1983-11-16","Herbeckstraße","90","","","Wien","1180","Herbeckstraße 90 1180 Wien,Währing",2231,"False","",""
"2361","maruming@kehua.com","Felizian","Schwarz","43","503","428","AUT","1993-02-19","Siedlung","28","","","Schönwies","6491","Siedlung 28 6491 Schönwies",2232,"False","",""
"2362","cshck@cs.ust.hk","Lyon","Strasser","43","678","274758","AUT","2022-10-24","Greit","3","","","Umhausen","6441","Greit 3 6441 Umhausen",2233,"False","",""
"2363","sexycodi@dreamwiz.com","Mateja","Oblak","43","939","444","AUT","1979-10-05","Martin-Luther-King-Weg","26","","","Linz","4030","Martin-Luther-King-Weg 26 4030 Linz",2234,"False","",""
"2364","webmaster@lbxp.com","Albert","Frank","43","503","3488","AUT","2014-10-08","Gileckgasse","5","","","Stattersdorf","3100","Gileckgasse 5 3100 Stattersdorf",2235,"False","",""
"2365","bede@mitre.org","Friedolin","Zauner","43","939","60035","AUT","2024-04-02","Kreuzgasse","5","","","Hobersdorf","2193","Kreuzgasse 5 2193 Hobersdorf",2236,"False","",""
"2366","benoit.fontaine@1jobforyou.com","Janik","Haiden","43","718","476400","AUT","2009-08-21","Dorfstraße","10","","","Oberdorf im Burgenland","7501","Dorfstraße 10 7501 Oberdorf im Burgenland",2237,"False","",""
"2367","wael_web@hotmail.com","Domenic","Strasser","43","653","1255","AUT","1975-04-26","Pfarrdorf","74","","","Pfarrdorf","9473","Pfarrdorf 74 9473 Pfarrdorf",2238,"False","",""
"2368","rastaman2003jp@zero.ad.jp","Adin","Hörmann","43","57","78153","AUT","1978-02-21","Lindensiedlung","7","","","Seitenstetten","3353","Lindensiedlung 7 3353 Seitenstetten",2239,"False","",""
"2369","drunclear@hotmail.com","Halil","Aicher","43","683","568804","AUT","1986-03-30","Bahnhofstraße","17","","","Rum","6063","Bahnhofstraße 17 6063 Rum",2240,"False","",""
"2370","dbooth@w3.org","Eman","Eder","43","663","327781","AUT","2007-12-18","Haugschlag","8","","","Haugschlag","3874","Haugschlag 8 3874 Haugschlag",2241,"False","",""
"2371","dada@hij.com","Atilla","Hager","43","931","7126","AUT","2024-09-01","Staudiglgasse","88a","","","Wöllersdorf","2752","Staudiglgasse 88a 2752 Wöllersdorf",2242,"False","",""
"2372","petr.kubanek@dresdner-bank.com","Ahmet","Karner","43","684","106","AUT","2001-05-22","Feldkirchner Straße","296","","","Klagenfurt","9020","Feldkirchner Straße 296 9020 Klagenfurt,09.Bez.:Annabichl",2243,"False","",""
"2373","movie@mbcmovieenglish.co.kr","Yorick","Strobl","43","57","347342","AUT","2003-10-23","Hofgasse","1","","","Neuhofen an der Ybbs","3364","Hofgasse 1 3364 Neuhofen an der Ybbs",2244,"False","",""
"2374","ir@aurumxxl.de","Okan","Ernst","43","674","1447","AUT","2018-01-16","Oberstorcha","15","","","Oberstorcha","8324","Oberstorcha 15 8324 Oberstorcha",2246,"False","",""
"2375","peter.crowther@melandra.com","Heinz","Kaya","43","699","185","AUT","1981-04-15","Mooswiese","14","","","Asperhofen","3041","Mooswiese 14 3041 Asperhofen",2247,"False","",""
"2376","ddubois@spyglass.com","Heinrich","Weihs","43","900","653","AUT","2018-08-18","Altlichtenbergstraße","7","","","Altlichtenberg","4040","Altlichtenbergstraße 7 4040 Altlichtenberg",2249,"False","",""
"2377","microsoft_webmaster@css.one.microsoft.com","Brian","Steiner","43","680","65173","AUT","1999-06-07","Rathausgasse","2","","","Gleisdorf","8200","Rathausgasse 2 8200 Gleisdorf",2250,"False","",""
"2378","dauphin@sig.enst.fr","Gergo","Holzner","43","663","351","AUT","2014-07-07","Schwendt","2","","","Schwendt","4924","Schwendt 2 4924 Schwendt",2251,"False","",""
"2379","webmaster@lycos.de","Furqan","Eder","43","675","342451","AUT","2019-06-10","Peter Rosegger Gasse","5","","","Payerbach","2650","Peter Rosegger Gasse 5 2650 Payerbach",2252,"False","",""
"2380","bert.bos@sophia.inria.fr","Erich","Obermayer","43","1450","207","AUT","2001-02-09","Lassach","52","","","Lassach","9842","Lassach 52 9842 Lassach",2254,"False","",""
"2381","kshea@apollo.fedworld.gov","Ben-Joel","Kucera","43","668","814482","AUT","1967-01-07","Joseph Haydn-Gasse","35","","","Eisenstadt","7000","Joseph Haydn-Gasse 35 7000 Eisenstadt",2256,"False","",""
"2382","mark.volkmann@agedwards.com","Valentino","Thanner","43","691","737","AUT","1968-09-07","Kirchgasse","26","","","Kammern im Liesingtal","8773","Kirchgasse 26 8773 Kammern im Liesingtal",2257,"False","",""
"2383","chamberl@almaden.ibm.com","Erich","Moser","43","653","8170","AUT","1968-02-23","Graden","193","","","Graden","8593","Graden 193 8593 Graden",2258,"False","",""
"2384","support@webpost.com.cn","Yasin","Schlosser","43","655","68407","AUT","1990-04-27","Lange Zeile","62","","","Röschitz","3743","Lange Zeile 62 3743 Röschitz",2259,"False","",""
"2385","paul.lipton@ca.com","Mikael","Neuhold","43","800","48645","AUT","2019-02-21","Wilhelm-Petritsch-Weg","3","","","Gleisdorf","8200","Wilhelm-Petritsch-Weg 3 8200 Gleisdorf",2260,"False","",""
"2386","zhanglei@cs.sjtu.edu.cn","Maurizio","Ohler","43","1484","701355","AUT","1972-07-18","Bohnholzweg","20","","","Sieggraben","7223","Bohnholzweg 20 7223 Sieggraben",2261,"False","",""
"2387","barto@uv.es","Rainer","Ritter","43","693","828","AUT","2012-01-29","Grafenweg","2f","","","Nüziders","6714","Grafenweg 2f 6714 Nüziders",2262,"False","",""
"2388","eric@neomorphic.com","Beschir","Troy","43","660","1176","AUT","1976-08-09","Johannes-Filzer-Straße","54","","","Salzburg","5020","Johannes-Filzer-Straße 54 5020 Salzburg",2263,"False","",""
"2389","rasham@eg.ibm.com","Azbayar","Schmid","43","57","340","AUT","2007-09-15","Traunwiesersiedlung","23","","","Antiesenhofen","4980","Traunwiesersiedlung 23 4980 Antiesenhofen",2264,"False","",""
"2390","sbarber@randomwalk.com","Vito","Krug","43","652","736353","AUT","2014-06-16","St. Johann am Walde","30","","","Sankt Johann am Walde","5242","St. Johann am Walde 30 5242 Sankt Johann am Walde",2265,"False","",""
"2391","moniot@pascal.dsm.fordham.edu","Miraec","Amann","43","130","28455","AUT","1992-08-04","Pirchanger","3","","","Schwaz","6130","Pirchanger 3 6130 Schwaz",2266,"False","",""
"2392","elizabeth.kemling@state.mn.us","Tim-Lorin","Tanner","43","650","236266","AUT","2009-01-16","Dr. Bruno-Kreisky-Straße","3","","","Kottingbrunn","2542","Dr. Bruno-Kreisky-Straße 3 2542 Kottingbrunn",2267,"False","",""
"2393","loanpass@blueclick.com","Hans-Peter","Bierbaumer","43","690","775761","AUT","2024-11-11","Holzham","35","","","Westendorf","6363","Holzham 35 6363 Westendorf",2268,"False","",""
"2394","noreply@w3.org","Albert","Berger","43","930","65245","AUT","2017-09-02","Dr.-Lueger-Platz","2","","","Strasshof an der Nordbahn","2231","Dr.-Lueger-Platz 2 2231 Strasshof an der Nordbahn",2269,"False","",""
"2395","jonmachari@netscape.net","Nik","Ilias","43","1484","528","AUT","1968-11-09","Waldburgstraße","35b","","","Nüziders","6714","Waldburgstraße 35b 6714 Nüziders",2270,"False","",""
"2396","mkielar@go2.pl","Sabri","Schneider","43","507","751785","AUT","1984-03-07","Fischerzeile","57","","","Neuaigen","3430","Fischerzeile 57 3430 Neuaigen",2271,"False","",""
"2397","friends_049@tux.w3.org","Lennard","Kunz","43","683","432640","AUT","2022-07-24","Weidenweg","16","","","Elixhausen","5161","Weidenweg 16 5161 Elixhausen",2272,"False","",""
"2398","amarshal@zig.usc.edu","Kai","Hofstätter","43","828","267565","AUT","1973-10-29","Knillhof","35","","","Haag","3350","Knillhof 35 3350 Haag",2273,"False","",""
"2399","undisclosed.recipients@kawamura.co.jp","Friedrich","Aschauer","43","505","45031","AUT","1999-10-03","Wiesen","2","","","Wiesen","3071","Wiesen 2 3071 Wiesen",2274,"False","",""
"2400","mrldubu@aol.com","Melvin","Adamek","43","502","228350","AUT","2011-08-12","Pregartfeld","2","","","Pregarten","4230","Pregartfeld 2 4230 Pregarten",2275,"False","",""
"2401","bati.xh@263.net","Eldin","Berchtold","43","504","37222","AUT","1989-01-31","Traisenpromenade","77","","","St. Pölten","3100","Traisenpromenade 77 3100 St. Pölten",2276,"False","",""
"2402","zzz@1763.com","Isa","Hager","43","655","35","AUT","1991-01-19","O'Brien-Gasse","48","","","Wien","1210","O'Brien-Gasse 48 1210 Wien,Floridsdorf",2277,"False","",""
"2403","mailman@orgio.net","Lendrit","Winkler","43","690","523007","AUT","1973-07-23","Sölling","67","","","Sölling","3251","Sölling 67 3251 Sölling",2278,"False","",""
"2404",":www4mail-comments@w3.org","Ralph","Ettl","43","503","73100","AUT","1976-02-05","Bergern","88","","","Bergern","4702","Bergern 88 4702 Bergern",2279,"False","",""
"2405","umanet!cdict.umtz.edu.cu!marcial@atenas.inf.cu","Iljas","Mayr","43","674","578","AUT","1972-05-19","Bergstraße","168d","","","Edelschrott","8583","Bergstraße 168d 8583 Edelschrott",2280,"False","",""
"2406","jeffrey.a.edelen@aexp.com","Alois","Nagy","43","901","877","AUT","2007-10-19","Faistenbichl","18","","","Ellmau","6352","Faistenbichl 18 6352 Ellmau",2281,"False","",""
"2407","mak@usa.nai.net","Levio","Eder","43","664","881782","AUT","1986-02-14","Burgkirchner Straße","4","","","Lach","5280","Burgkirchner Straße 4 5280 Lach",2282,"False","",""
"2408","ssai@krasu.ru","Malik","Sailer","43","10","85712","AUT","1969-02-05","Macherstraße","19","","","Graz","8047","Macherstraße 19 8047 Graz,09.Bez.:Waltendorf",2284,"False","",""
"2409","decisionmakers2001@yahoo.com","Giulio","Schwarz","43","10","73416","AUT","2012-01-11","Kempfendorf","7","","","Leopoldsdorf im Marchfeld","2285","Kempfendorf 7 2285 Leopoldsdorf im Marchfeld",2285,"False","",""
"2410","sharris@dkl.com","Myar","Christian","43","696","53423","AUT","1990-02-01","Wiesenstraße","2","","","Hinterleiten","3032","Wiesenstraße 2 3032 Hinterleiten",2286,"False","",""
"2411","hardie@qualcomm.com","Marc-Michael","Lackner","43","507","52151","AUT","1985-03-01","Grafenbergweg","24A","","","Vorderkleinarl","5602","Grafenbergweg 24A 5602 Vorderkleinarl",2287,"False","",""
"2412","customerservices@cuworld.com","Mohammad","Schober","43","930","473","AUT","1980-07-12","Dorfstraße","26","","","Deutschlandsberg","8530","Dorfstraße 26 8530 Deutschlandsberg",2288,"False","",""
"2413","mnielm280@aol.com","Conrad","Zehetner","43","930","874","AUT","2016-07-09","Messendorfer Straße","59","","","Graz","8041","Messendorfer Straße 59 8041 Graz,07.Bez.:Liebenau",2289,"False","",""
"2414","christopher_jooge@cox.net","Timotej","Haas","43","660","7","AUT","1980-09-21","Castellezgasse","30","","","Wien","1020","Castellezgasse 30 1020 Wien,Leopoldstadt",2290,"False","",""
"2415","molakarimi@isuniv.ac.ir","Niclas","Mitrovic","43","1455","622","AUT","2008-09-01","Hengsttalweg","16","","","Puchberg am Schneeberg","2734","Hengsttalweg 16 2734 Puchberg am Schneeberg",2291,"False","",""
"2416","bob@bobmonsour.com","Magnus","Schulz","43","651","724252","AUT","2002-07-03","Alfons-Herlein-Straße","31","","","Oberhaid","4600","Alfons-Herlein-Straße 31 4600 Oberhaid",2292,"False","",""
"2417","aiyue1998@163.com","Ivica","Ortner","43","931","3124","AUT","1972-04-09","Hugo-Engl-Straße","20","","","Silz","6424","Hugo-Engl-Straße 20 6424 Silz",2293,"False","",""
"2418","undisclosed@tux.w3.org","Andrés","Hofbauer","43","503","27735","AUT","1992-07-31","Thalheim","27","","","Thalheim","3141","Thalheim 27 3141 Thalheim",2294,"False","",""
"2419","hicou5pr2@bigfoot.com","Fikret","Handl","43","696","222176","AUT","2004-08-07","Westbahnhof","907","","","Wilten","6020","Westbahnhof 907 6020 Wilten",2295,"False","",""
"2420","mreinha3@csc.com","Aeneas","Salzmann","43","688","653856","AUT","1983-10-06","Dr. Franz Weismann-Straße","17","","","Zwettl-Niederösterreich","3910","Dr. Franz Weismann-Straße 17 3910 Zwettl-Niederösterreich",2296,"False","",""
"2421","lucy.woodhurst@neilstewartassociates.co.uk","Gerold","Steindl","43","120","707","AUT","1983-10-28","Grund","95","","","Grund","2041","Grund 95 2041 Grund",2297,"False","",""
"2422","subramanian.babu@majoris.com","Antonio","Eder","43","693","12223","AUT","1961-01-08","Lehenwald","395","","","Leutasch","6105","Lehenwald 395 6105 Leutasch",2298,"False","",""
"2423","david.l.stern@intel.com","Omer","Hoffmann","43","718","26178","AUT","2018-12-30","Wolfsgraben","20b","","","Klosterneuburg","3400","Wolfsgraben 20b 3400 Klosterneuburg",2299,"False","",""
"2424","interskylife@hotmail.com","Eno","Ebner","43","517","6485","AUT","2006-11-09","Kroiseggerstraße","3","","","Neustift an der Lafnitz","7420","Kroiseggerstraße 3 7420 Neustift an der Lafnitz",2300,"False","",""
"2425","frah@w3.org","Mihajlo","Infanger","43","676","34804","AUT","2016-03-10","M. Honig Gasse","8","","","Heidenreichstein","3860","M. Honig Gasse 8 3860 Heidenreichstein",2302,"False","",""
"2426","edin.liljegren@mbox200.swipnet.se","Marian","Guggenberger","43","800","447","AUT","1986-06-16","Bommenweg","24c","","","Hard","6971","Bommenweg 24c 6971 Hard",2303,"False","",""
"2427","chickweed2001@mixmail.com","Nikolai","Reisinger","43","691","670005","AUT","1990-01-09","Augasse","22","","","Raiding","7321","Augasse 22 7321 Raiding",2304,"False","",""
"2428","hazel_eyes2002au@yahoo.com.au","Heinrich","Wimmer","43","509","16020","AUT","1986-07-30","Marcusgasse","13a","","","Seiersberg","8055","Marcusgasse 13a 8055 Seiersberg",2305,"False","",""
"2429","bidi@unicode.org","Diar","Mohr","43","681","86260","AUT","2015-10-05","Reichenhaller Straße","6","","","Salzburg","5020","Reichenhaller Straße 6 5020 Salzburg",2306,"False","",""
"2430","tardis@multimania.com","Matei","Fleisch","43","682","645","AUT","1974-10-23","Beda Weber-Gasse","23","","","Lienz","9900","Beda Weber-Gasse 23 9900 Lienz",2307,"False","",""
"2431","negociointernacional@hotmail.com","Enqi","Schmid","43","501","2178","AUT","1993-11-06","Wasendorferstraße","61","","","Lerchenfeld","3500","Wasendorferstraße 61 3500 Lerchenfeld",2308,"False","",""
"2432","fcwmail@netscape.net","Paul-Luca","Köck","43","678","762238","AUT","1974-08-14","Mühlen","78","","","Mühlen","8822","Mühlen 78 8822 Mühlen",2309,"False","",""
"2433","satishv@zils.esselgroup.com","James","Klingler","43","517","700436","AUT","1975-04-04","Klinkowströmgasse","5","","","Wien","1140","Klinkowströmgasse 5 1140 Wien,Penzing",2310,"False","",""
"2434","benedikt.heinen@infrasys.ascom.ch","Onur","Ertl","43","693","30628","AUT","2002-06-10","Weinburg am Saßbach","54","","","Weinburg am Saßbach","8481","Weinburg am Saßbach 54 8481 Weinburg am Saßbach",2311,"False","",""
"2435","optitarget-24apa@opti7.com","Ralph","Felderer","43","682","4828","AUT","2012-03-18","Wöllersdorfer Straße","13","","","Markt Piesting","2753","Wöllersdorfer Straße 13 2753 Markt Piesting",2312,"False","",""
"2436","webmaster@xxx.com","Dino","Hofer","43","57","61325","AUT","2016-08-09","Bazora","41","","","Frastanz","6820","Bazora 41 6820 Frastanz",2313,"False","",""
"2437","rogergarrett@thunderbirdtechnology.com","Hendrik","Neuwirth","43","507","325","AUT","2003-05-01","Wallbachsiedlung","18","","","Neumarkt am Wallersee","5202","Wallbachsiedlung 18 5202 Neumarkt am Wallersee",2314,"False","",""
"2438","ti64877@imcnam.sbi.com","Simeon","Jank","43","501","487226","AUT","2013-08-29","Diepolz","6","","","Diepolz","2034","Diepolz 6 2034 Diepolz",2315,"False","",""
"2439","webmaster@vnunet.com","Lio","Eberl","43","118","30338","AUT","1994-09-10","Waldmüllerstraße","5","","","Loosdorf","3382","Waldmüllerstraße 5 3382 Loosdorf",2316,"False","",""
"2440","webmaster@usc.edu","Lenard","Haider","43","720","553","AUT","2016-08-15","Schönherrnstraße","5","","","Schönherrn","7425","Schönherrnstraße 5 7425 Schönherrn",2317,"False","",""
"2441","elijahdjmarshall@msn.com","Kristian","Maier","43","659","8760","AUT","2011-05-26","Höhenstraße","40","","","Aschau","6274","Höhenstraße 40 6274 Aschau",2318,"False","",""
"2442","gwibisono@chicagobridge.com","Ahmed","Gruber","43","820","76706","AUT","2011-01-17","Greisdorf","177","","","Greisdorf","8511","Greisdorf 177 8511 Greisdorf",2319,"False","",""
"2443","sule@fbd.ub.es","Sevki","Schmid","43","651","22171","AUT","1976-10-25","Graggerer","26","","","Graggerer","8503","Graggerer 26 8503 Graggerer",2320,"False","",""
"2444","mramsey2@bigfoot.com","Christofer","Schwaiger","43","57","5751","AUT","1998-04-24","Großwilfersdorf","52","","","Großwilfersdorf","8263","Großwilfersdorf 52 8263 Großwilfersdorf",2321,"False","",""
"2445","8qw_y17@tux.w3.org","Adem","Geisler","43","10","601","AUT","2018-12-27","Mayrhof","80","","","Mayrhof","4777","Mayrhof 80 4777 Mayrhof",2322,"False","",""
"2446","t22535300@yahoo.co.kr","Eero","Desch","43","508","8762","AUT","2001-01-08","Reisach","4","","","Reisach","9633","Reisach 4 9633 Reisach",2323,"False","",""
"2447","1222@etang.com","Justus","Schwarz","43","810","1454","AUT","2003-06-18","Technologiepark","9","","","Jennersdorf","8380","Technologiepark 9 8380 Jennersdorf",2324,"False","",""
"2448","jturner@jhancock.com","Amir","Lutz","43","501","47452","AUT","2004-04-01","Thüringerberg","105","","","Thüringerberg","6721","Thüringerberg 105 6721 Thüringerberg",2325,"False","",""
"2449","momyan@simmani.com","Alparslan","Egger","43","720","425380","AUT","1966-03-21","Schachendorf","147","","","Schachendorf","7472","Schachendorf 147 7472 Schachendorf",2326,"False","",""
"2450","webmaster\@codecranker.com@pup7.conepuppy.com","Tino","Dallinger","43","696","586282","AUT","2018-05-06","Sonnleitenstraße","22","","","Berndorf","2560","Sonnleitenstraße 22 2560 Berndorf",2327,"False","",""
"2451","bansp@venus.ci.uw.edu.pl","Dominic-Nicholas","Ostermayer","43","810","4670","AUT","2022-01-11","Mödlham","216","","","Mödlham","5201","Mödlham 216 5201 Mödlham",2328,"False","",""
"2452","dsecuya@durian.usc.edu.ph","Patric","Teufel","43","507","140376","AUT","2004-06-12","Dobermannsdorfer Straße","3","","","Neusiedl an der Zaya","2183","Dobermannsdorfer Straße 3 2183 Neusiedl an der Zaya",2329,"False","",""
"2453","acad130@cc.cngb.com","Patrick-Andrei","Eberle","43","517","7527","AUT","1994-04-08","Mitterreith","39","","","Mitterreith","3533","Mitterreith 39 3533 Mitterreith",2330,"False","",""
"2454","cee.plus@virgin.net","Malik","Eder","43","501","151416","AUT","2007-10-21","Am Eichberg","1","","","Höflein an der Donau","3421","Am Eichberg 1 3421 Höflein an der Donau",2331,"False","",""
"2455","ericarosestrip@yahoo.com","Jona","Önder","43","664","20803","AUT","1986-01-08","Brunnenweg","23","","","Wien","1170","Brunnenweg 23 1170 Wien,Hernals",2332,"False","",""
"2456","webmaster@xtramsn.co.nz","Hans","Eibel","43","657","873","AUT","1990-06-13","Viktor Adler-Straße","8","","","Deutsch-Wagram","2232","Viktor Adler-Straße 8 2232 Deutsch-Wagram",2333,"False","",""
"2457","acs@tririnkjets.com","Bruno","Pammer","43","690","82113","AUT","1980-05-19","Kötting","14","","","St. Valentin","4482","Kötting 14 4482 St. Valentin",2334,"False","",""
"2458","pradyumna_s@infy.com","Emin","Jahn","43","120","84531","AUT","2023-02-21","Preunegg","76","","","Preunegg","8973","Preunegg 76 Chalet ACR6 8973 Preunegg",2335,"False","",""
"2459","info@lelpeto.com","Miran","Auer","43","672","184","AUT","2011-03-09","Zwerwaldstraße","29","","","Riezlern","6991","Zwerwaldstraße 29 6991 Riezlern",2336,"False","",""
"2460","roger_gimson@hplb.hpl.hp.com","Matthäus","Ebner","43","678","13538","AUT","1984-05-25","Neder","29","","","Grinzens","6095","Neder 29 6095 Grinzens",2337,"False","",""
"2461","nicholas@binary9.com","Rias","Seidl","43","657","673","AUT","1975-01-06","Abriach","16","","","Abriach","9132","Abriach 16 9132 Abriach",2338,"False","",""
"2462","shimizuhidetaka@msn.com","Ilyas","Krainer","43","691","15867","AUT","2008-02-27","Unterdorf","131","","","Sistrans","6073","Unterdorf 131 6073 Sistrans",2340,"False","",""
"2463","shaun.hall@gbr.xerox.com","Joseph","Galler","43","667","7473","AUT","2007-09-11","Damtschacher Straße","2","","","Kaltschach","9241","Damtschacher Straße 2 9241 Kaltschach",2341,"False","",""
"2464","lnchome@yahoo.com","Ensar","Swoboda","43","57","473","AUT","2006-06-16","Tiefenbachstraße","3","","","Bach","9546","Tiefenbachstraße 3 9546 Bach",2342,"False","",""
"2465","yoel00231@cmg.sanyojci.co.id","Hans-Peter","Fritz","43","699","8428","AUT","1965-12-29","Forstgartenstraße","31","","","Spittal an der Drau","9800","Forstgartenstraße 31 9800 Spittal an der Drau",2343,"False","",""
"2466","seo_marketing@yahoo.com","Egemen","Pfeiffer","43","691","841","AUT","2022-10-21","Oberlängenfeld","96","","","Längenfeld","6444","Oberlängenfeld 96 6444 Längenfeld",2344,"False","",""
"2467","rowan@netimpact.com.au","Zion","Altmann","43","681","58252","AUT","2002-12-15","Ebersau","14","","","Ebersau","4920","Ebersau 14 4920 Ebersau",2345,"False","",""
"2468","cskdcos@alloy.polym.kyoto-u.ac.jp","Furkan","Winkler","43","673","20582","AUT","1994-12-24","Hammerbrotgasse","11","","","Schwechat","2320","Hammerbrotgasse 11 2320 Schwechat",2346,"False","",""
"2469","ameijer@osdorp.amsterdam.nl","Lumos","Schweiger","43","505","362","AUT","2002-05-15","Höbersbachstraße","5H","","","Gablitz","3003","Höbersbachstraße 5H 3003 Gablitz",2347,"False","",""
"2470","sun-land@tux.w3.org","Henrik","Auinger","43","504","6165","AUT","2024-07-29","Feldgasse","284","","","Rabensburg","2274","Feldgasse 284 2274 Rabensburg",2348,"False","",""
"2471","optitarget-29franklin@opti7.com","Pavle","Sattler","43","517","12528","AUT","2023-10-23","Farchen","25","","","Abersee-St.Gilgen","5342","Farchen 25 5342 Abersee-St.Gilgen",2349,"False","",""
"2472","internetsales12@excite.com","Resul","Maier","43","939","686","AUT","2016-05-09","Larwingasse","43","","","Wien","1220","Larwingasse 43 1220 Wien,Donaustadt",2350,"False","",""
"2473","ccw@pkc.com","Matija","Haas","43","1484","268","AUT","1960-04-29","Obere Hofmark","22","","","Ranshofen","5282","Obere Hofmark 22 5282 Ranshofen",2351,"False","",""
"2474","john@operamail.com","Aras","Messner","43","676","31756","AUT","2001-07-23","Sonnenhang","9","","","Kefermarkt","4292","Sonnenhang 9 4292 Kefermarkt",2352,"False","",""
"2475","gigih_sutata@edisonmission.com","Fernando","Pointner","43","694","110068","AUT","2010-11-08","Amstein","41","","","Amstein","8102","Amstein 41 8102 Amstein",2353,"False","",""
"2476","abel@abel.demon.nl","Konrad","Humer","43","820","71837","AUT","1952-08-02","Waldparkweg","20","","","Hintersdorf","3413","Waldparkweg 20 3413 Hintersdorf",2354,"False","",""
"2477","hidesk@erols.com","Niko","Maier","43","1455","611","AUT","2011-10-04","Apetlonerstraße","17","","","Pamhagen","7152","Apetlonerstraße 17 7152 Pamhagen",2356,"False","",""
"2478","fauref@bordeaux.cea.fr","Sohail","Paul","43","820","716072","AUT","1978-03-19","Josef Seitz-Straße","42","","","Prottes","2242","Josef Seitz-Straße 42 2242 Prottes",2357,"False","",""
"2479","brad.gandee@usa.xerox.com","Albin","Steiner","43","1450","606","AUT","1987-03-21","Weidach","301a","","","Leutasch","6105","Weidach 301a 6105 Leutasch",2358,"False","",""
"2480","protron@seznam.cz","Leart","Grabner","43","130","61548","AUT","2006-05-27","Aschbach","91","","","Aschbach bei Fürstenfeld","8362","Aschbach 91 8362 Aschbach bei Fürstenfeld",2359,"False","",""
"2481","w3c-ml@robinlionheart.com","Atakan","Zink","43","507","7616","AUT","1988-09-23","Hauptstraße","80","","","Kindberg","8650","Hauptstraße 80 8650 Kindberg",2360,"False","",""
"2482","ben@argument.nl","Ossip","Artner","43","672","671","AUT","2016-04-15","Kornstraße","25","","","Fraunsdorf","4694","Kornstraße 25 4694 Fraunsdorf",2361,"False","",""
"2483","max@w3.org","Lionel","Aichinger","43","680","34565","AUT","2013-10-07","Markomannenstraße","14","","","Wien","1220","Markomannenstraße 14 1220 Wien,Donaustadt",2362,"False","",""
"2484","xaa13779@tux.w3.org","Luis-Valentin","Artner","43","694","516","AUT","2019-08-17","Dr. Stumpf-Gasse","19","","","Tribuswinkel","2512","Dr. Stumpf-Gasse 19 2512 Tribuswinkel",2363,"False","",""
"2485","producermp@bigfoot.com","Saša","Adam","43","666","6608","AUT","2013-03-07","Hauptstraße","38","","","Wartberg ob der Aist","4224","Hauptstraße 38 4224 Wartberg ob der Aist",2364,"False","",""
"2486","hriesebos@alva-bv.nl","Konrad","Hutter","43","669","1203","AUT","1973-08-09","Mendelssohngasse","4","","","Wien","1220","Mendelssohngasse 4 1220 Wien,Donaustadt",2365,"False","",""
"2487","master1976@naver.com","Ernst","Trimmel","43","678","784182","AUT","1980-07-01","Lehargasse","4","","","Poysdorf","2170","Lehargasse 4 2170 Poysdorf",2366,"False","",""
"2488","42.txt@tux.w3.org","Xichen","Eder","43","130","381305","AUT","2008-09-25","Schleiffergasse","30a","","","Erpfendorf","6383","Schleiffergasse 30a 6383 Erpfendorf",2367,"False","",""
"2489","webmaster@eol.com","Arno","Schwarz","43","659","27248","AUT","1989-12-24","Innsbrucker Bundesstraße","81","","","Salzburg","5020","Innsbrucker Bundesstraße 81 5020 Salzburg",2368,"False","",""
"2490","kevin@safeweb.com","Francesco","Steiner","43","688","1874","AUT","1957-12-11","Unterthalheim","44","","","Unterthalheim","3672","Unterthalheim 44 3672 Unterthalheim",2369,"False","",""
"2491","jmiller16@houston.rr.com","Ben-Niklas","Hofbauer","43","696","6500","AUT","1998-01-27","Helmberger Straße","21","","","Helmberg","5113","Helmberger Straße 21 5113 Helmberg",2370,"False","",""
"2492","j-gordon@dfid.gov.uk","Umut","Pollak","43","672","4566","AUT","1978-08-17","Hauptstraße","57","","","Reichenau an der Rax","2651","Hauptstraße 57 2651 Reichenau an der Rax",2371,"False","",""
"2493","feedback@surfingpioneer.com","Berkan","Schwarz","43","651","76","AUT","2021-12-01","Molkereistraße","10","","","Erlauf","3253","Molkereistraße 10 3253 Erlauf",2372,"False","",""
"2494","9507121113.zm29868@idaknow.acl.lanl.gov","Murat","Holzer","43","780","473446","AUT","2015-06-28","Seilbahnstraße","42","","","Fiss","6533","Seilbahnstraße 42 6533 Fiss",2373,"False","",""
"2495","micromark@vcichemical.com??qddudediva","Rejjan","Müller","43","59","287686","AUT","1974-03-17","Alte Straße","28","","","Gallneukirchen","4210","Alte Straße 28 4210 Gallneukirchen",2374,"False","",""
"2496","sale@jianmei.tw","Fabien","Zink","43","679","6125","AUT","2023-12-04","Bahnstraße","80-82","","","Leopoldsdorf im Marchfeld","2285","Bahnstraße 80-82 2285 Leopoldsdorf im Marchfeld",2375,"False","",""
"2497","julizhang@aol.com","Milijan","Valente","43","502","81510","AUT","2014-07-11","Andreas Hofer-Gasse","13","","","Deutsch-Wagram","2232","Andreas Hofer-Gasse 13 2232 Deutsch-Wagram",2376,"False","",""
